threshold,cell_type,n_total,n_border,prop_of_border,prop_of_type_border,global_prop,log2_enrichment
0.25,Stromal,848410,65945,0.14205273690355408,0.07772774955505003,0.16903429439075351,-0.25088934670751123
0.25,TCF1/7+ CD8+ T,28813,2032,0.004377150070331668,0.07052372193107279,0.005740603156823683,-0.3912104009123842
0.25,Tumor,569890,74753,0.1610261314997555,0.1311709277228939,0.1135429262153281,0.5040569975717621
0.4,B,12730,121,0.0007328536473096397,0.00950510604870385,0.002536281476637819,-1.7911164424917623
0.4,Bcatenin+ Tumor,40647,1014,0.006141434697289047,0.024946490515905233,0.008098368670926743,-0.39905554294588097
0.4,CD163+ CD206+ Macrophage,215013,7452,0.045134094047532526,0.03465836949393757,0.042838451621078355,0.07531131213831957
0.4,CD4+ T,195030,5718,0.034631877316665456,0.02931856637440394,0.038857107336109496,-0.16607790601505437
0.4,CD4+ Treg,24042,813,0.004924049712915182,0.033815822310955826,0.004790045503639155,0.03980595797393139
0.4,CD56+ Tumor,87928,3123,0.01891489207064467,0.03551769629697025,0.01751847271624589,0.1106455338894986
0.4,CD68+ Macrophage,96998,3085,0.018684739685539162,0.031804779479989276,0.019325548363779668,-0.04864888440860223
0.4,CD73+ Stromal,69695,1249,0.007564745499915207,0.017920941243991677,0.013885792420602734,-0.8762459710717544
0.4,CD8+ T,70588,2064,0.012500908496256995,0.029240097466991556,0.014063710673441508,-0.16994433742108847
0.4,DC,256280,8633,0.05228698791094314,0.03368581239269549,0.05106034696250906,0.03424862168645712
0.4,EZH2+ Ki67+ Tumor,58421,2200,0.013324611769266177,0.03765769158350593,0.011639599383083898,0.19505207925511592
0.4,EZH2+ Tumor,111642,3645,0.022076459044988735,0.03264900306336325,0.02224316862645714,-0.010853530256655503
0.4,Endothelial,197444,6000,0.03633985027981685,0.03038836328275359,0.03933806440481363,-0.11437349410372945
0.4,Epithelial,358688,2457,0.014881168689584999,0.006849964314390222,0.07146376514471847,-2.263724016433633
0.4,FAP+ Fibroblast,285193,7037,0.04262058773651186,0.024674518659293883,0.05682087377586564,-0.41487052063328833
0.4,FAP+ Tumor,81327,2652,0.016062213823679047,0.03260909660998192,0.01620331214850934,-0.012617995980239773
0.4,FDCs,239,0,0.0,0.0,4.761753911362441e-05,-15.539235740479857
0.4,GZMB+ CD8+ T,20733,622,0.0037672311456743465,0.030000482322866926,0.004130771708965586,-0.1329067414622701
0.4,GZMB+ PD1+ CD8+ T,19108,532,0.0032221333914770937,0.027841741678877957,0.0038070122903060056,-0.24064293793469074
0.4,GZMB+ TCF1/7+ CD8+ T,3272,25,0.0001514160428325702,0.007640586797066014,0.0006519020417563978,-2.1061298089846257
0.4,GZMB+ TCF1/7+ PD1+ CD8+ T,461,0,0.0,0.0,9.18480566166563e-05,-16.48697728301497
0.4,LDHA+ SOX10/S100+ Tumor,588,1,6.056641713302808e-06,0.0017006802721088435,0.0001171511004134358,-4.273482759528618
0.4,LDHA+ Tumor,130107,4863,0.029453448651791555,0.037376928220618416,0.025922071805256616,0.1842555305404447
0.4,MHCI+ PDL1+ Tumor,55674,1398,0.008467185115197326,0.025110464489707943,0.011092296538125213,-0.3896037145849141
